QueryNumber,DocNumber,DocVotes
00078,1234,3
00079,65,1
00079,75,2
00079,123,7
00079,132,2
00079,135,3
00079,146,4
00079,148,2
00079,179,2
00079,184,2
00079,255,1
00079,315,1
00079,320,8
00079,330,3
00079,333,2
00079,359,5
00079,370,2
00079,373,5
00079,384,7
00079,427,1
00079,438,7
00079,452,1
00079,648,7
00079,650,10
00079,663,1
00079,826,4
00079,829,2
00079,838,1
00079,882,2
00079,912,1
00079,923,5
00079,944,4
00079,945,7
00079,1000,2
00079,1010,2
00079,1023,2
00079,1065,1
00079,1082,7
00079,1089,2
00079,1091,3
00079,1112,12
00079,1179,3
00079,1181,12
00079,1234,3
00080,61,2
00080,135,1
00080,152,1
00080,159,3
00080,238,3
00080,330,2
00080,333,3
00080,427,1
00080,438,1
00080,451,2
00080,452,1
00080,453,1
00080,458,11
00080,459,1
00080,460,12
00080,612,2
00080,663,1
00080,696,8
00080,722,2
00080,753,9
00080,800,6
00080,884,2
00080,912,2
00080,945,5
00080,1010,2
00080,1042,5
00080,1065,1
00080,1071,3
00080,1078,11
00080,1091,1
00080,1179,1
00080,1180,1
00080,1227,12
00080,1234,5
00081,31,1
00081,90,5
00081,93,1
00081,132,2
00081,135,2
00081,195,2
00081,253,1
00081,321,12
00081,326,5
00081,359,2
00081,370,6
00081,438,7
00081,542,7
00081,546,11
00081,550,2
00081,551,2
00081,586,2
00081,592,1
00081,729,2
00081,731,2
00081,734,12
00081,941,4
00081,944,2
00081,990,4
00081,1092,8
00081,1134,2
00081,1232,2
00081,1234,2
00082,25,12
00082,31,4
00082,90,12
00082,93,12
00082,132,2
00082,135,11
00082,148,2
00082,152,4
00082,159,6
00082,189,2
00082,195,2
00082,197,2
00082,238,2
00082,253,10
00082,297,2
00082,321,12
00082,326,12
00082,327,7
00082,330,2
00082,331,2
00082,333,2
00082,359,10
00082,370,8
00082,427,2
00082,438,12
00082,458,3
00082,542,7
00082,543,5
00082,546,11
00082,550,2
00082,551,2
00082,586,2
00082,592,1
00082,722,2
00082,724,2
00082,729,2
00082,731,2
00082,734,11
00082,826,2
00082,837,2
00082,845,2
00082,879,2
00082,882,2
00082,889,2
00082,904,2
00082,912,2
00082,937,2
00082,941,3
00082,944,3
00082,952,2
00082,963,10
00082,990,2
00082,1000,2
00082,1003,8
00082,1040,2
00082,1078,2
00082,1092,2
00082,1150,2
00082,1188,2
00082,1227,2
00082,1232,2
00082,1234,7
00083,18,9
00083,166,10
00083,187,2
00083,238,1
00083,366,1
00083,370,5
00083,394,1
00083,427,1
00083,430,2
00083,432,9
00083,447,3
00083,463,2
00083,501,2
00083,505,3
00083,517,2
00083,550,2
00083,590,3
00083,609,2
00083,668,2
00083,767,4
00083,905,2
00083,912,2
00083,988,1
00083,989,1
00083,1074,1
00083,1077,3
00083,1091,1
00083,1102,5
00083,1143,6
00083,1170,1
00083,1171,1
00083,1203,9
00084,8,5
00084,160,10
00084,333,1
00084,346,2
00084,384,2
00084,555,2
00084,590,1
00084,778,1
00084,837,2
00084,912,2
00084,922,4
00084,952,1
00084,986,3
00084,1086,2
00084,1112,4
00084,1179,2
00085,29,9
00085,58,6
00085,88,2
00085,98,2
00085,179,4
00085,200,6
00085,202,7
00085,250,1
00085,370,4
00085,427,4
00085,432,2
00085,438,2
00085,469,2
00085,475,7
00085,589,2
00085,590,2
00085,724,2
00085,732,2
00085,733,2
00085,888,2
00085,912,2
00085,941,2
00085,969,2
00085,982,7
00085,983,1
00085,1018,12
00085,1019,1
00085,1022,2
00085,1036,2
00085,1065,2
00085,1118,12
00086,8,10
00086,61,4
00086,85,1
00086,110,7
00086,135,3
00086,148,9
00086,152,6
00086,160,6
00086,200,2
00086,238,2
00086,271,11
00086,330,3
00086,346,8
00086,370,5
00086,384,2
00086,427,2
00086,505,3
00086,554,12
00086,555,2
00086,577,2
00086,586,2
00086,590,9
00086,722,5
00086,731,2
00086,763,3
00086,769,4
00086,922,2
00086,944,3
00086,945,3
00086,952,2
00086,983,6
00086,990,4
00086,1000,3
00086,1015,2
00086,1033,2
00086,1071,2
00086,1077,1
00086,1086,2
00086,1090,2
00086,1091,3
00086,1112,2
00086,1118,2
00086,1173,3
00086,1181,2
00086,1227,2
00086,1232,2
00086,1234,2
00087,187,12
00087,223,4
00087,228,12
00087,229,12
00087,333,3
00087,369,12
00087,370,6
00087,382,1
00087,394,2
00087,401,3
00087,432,11
00087,438,7
00087,485,2
00087,513,3
00087,550,3
00087,590,7
00087,631,4
00087,632,2
00087,668,2
00087,722,2
00087,812,3
00087,819,4
00087,833,2
00087,860,5
00087,945,1
00087,990,2
00087,1005,12
00087,1007,1
00087,1015,10
00087,1025,1
00087,1032,1
00087,1060,7
00087,1071,3
00087,1134,3
00087,1163,2
00087,1169,2
00087,1180,2
00087,1234,2
00088,370,5
00088,443,4
00088,457,12
00088,590,7
00088,614,8
00088,668,2
00088,678,2
00088,679,2
00088,702,1
00088,945,1
00088,990,2
00088,1091,7
00088,1134,2
00088,1144,1
00089,79,5
00089,152,4
00089,176,10
00089,177,2
00089,179,2
00089,260,11
00089,265,4
00089,370,2
00089,469,12
00089,479,2
00089,590,1
00089,706,3
00089,778,1
00089,905,5
00089,912,5
00089,1065,1
00089,1086,2
00090,7,10
00090,160,2
00090,161,2
00090,176,10
00090,177,11
00090,200,9
00090,260,7
00090,265,11
00090,370,2
00090,451,11
00090,479,5
00090,505,2
00090,589,2
00090,590,12
00090,763,2
00090,778,2
00090,874,2
00090,884,12
00090,912,9
00090,987,1
00090,1065,1
00090,1071,2
00090,1086,7
00090,1089,2
00090,1090,5
00090,1091,6
00090,1234,2
00090,1238,1
00091,1,2
00091,3,4
00091,4,4
00091,8,2
00091,9,2
00091,11,3
00091,13,2
00091,15,5
00091,17,3
00091,21,1
00091,29,7
00091,30,1
00091,32,2
00091,33,2
00091,40,4
00091,41,2
00091,45,2
00091,46,3
00091,50,2
00091,56,2
00091,57,11
00091,58,9
00091,59,7
00091,60,2
00091,69,8
00091,78,2
00091,88,10
00091,92,2
00091,94,2
00091,95,12
00091,97,12
00091,98,9
00091,100,4
00091,103,7
00091,105,7
00091,109,7
00091,115,6
00091,116,7
00091,118,4
00091,119,7
00091,121,2
00091,122,2
00091,124,2
00091,128,2
00091,134,2
00091,135,2
00091,139,7
00091,147,2
00091,163,2
00091,166,2
00091,170,2
00091,173,2
00091,174,7
00091,181,2
00091,182,12
00091,183,8
00091,186,8
00091,189,1
00091,199,5
00091,202,5
00091,204,5
00091,211,1
00091,226,2
00091,237,2
00091,240,8
00091,241,5
00091,242,2
00091,243,2
00091,244,2
00091,248,2
00091,250,11
00091,256,2
00091,259,2
00091,261,2
00091,263,2
00091,264,2
00091,265,2
00091,266,11
00091,267,12
00091,268,1
00091,272,2
00091,274,1
00091,275,2
00091,276,2
00091,278,2
00091,279,2
00091,281,2
00091,283,2
00091,286,2
00091,287,2
00091,294,11
00091,297,4
00091,300,1
00091,301,1
00091,314,7
00091,317,6
00091,322,10
00091,331,2
00091,333,2
00091,339,6
00091,348,4
00091,351,2
00091,352,2
00091,353,11
00091,354,3
00091,355,1
00091,359,5
00091,361,2
00091,362,11
00091,364,8
00091,370,11
00091,376,10
00091,381,10
00091,385,8
00091,392,2
00091,395,9
00091,396,9
00091,398,3
00091,405,2
00091,412,4
00091,413,12
00091,416,1
00091,422,10
00091,423,3
00091,426,2
00091,428,1
00091,431,2
00091,434,6
00091,443,4
00091,454,1
00091,455,1
00091,466,5
00091,468,12
00091,473,2
00091,474,7
00091,475,10
00091,478,5
00091,485,1
00091,486,5
00091,489,1
00091,508,3
00091,512,3
00091,538,2
00091,545,2
00091,549,1
00091,550,9
00091,551,2
00091,552,10
00091,553,2
00091,559,3
00091,562,2
00091,579,6
00091,582,2
00091,586,2
00091,594,7
00091,598,9
00091,601,3
00091,603,9
00091,611,5
00091,615,9
00091,626,2
00091,641,6
00091,642,1
00091,643,2
00091,648,2
00091,659,1
00091,667,2
00091,673,1
00091,682,7
00091,683,7
00091,684,6
00091,688,1
00091,690,3
00091,694,1
00091,695,5
00091,700,12
00091,704,2
00091,714,2
00091,719,2
00091,720,5
00091,722,12
00091,724,3
00091,725,2
00091,727,2
00091,728,12
00091,729,2
00091,731,4
00091,732,12
00091,733,11
00091,735,2
00091,751,4
00091,752,6
00091,756,12
00091,759,11
00091,762,2
00091,763,10
00091,764,7
00091,767,2
00091,768,1
00091,770,12
00091,771,2
00091,772,5
00091,773,2
00091,779,2
00091,781,11
00091,782,2
00091,784,7
00091,787,11
00091,788,2
00091,791,4
00091,794,2
00091,796,6
00091,797,10
00091,798,3
00091,799,4
00091,801,11
00091,803,8
00091,808,11
00091,809,2
00091,822,11
00091,833,10
00091,834,1
00091,835,1
00091,836,3
00091,838,2
00091,844,4
00091,854,2
00091,859,11
00091,866,2
00091,867,2
00091,868,2
00091,870,10
00091,872,5
00091,875,2
00091,880,2
00091,882,2
00091,883,1
00091,888,6
00091,893,11
00091,894,2
00091,896,2
00091,897,2
00091,900,5
00091,906,2
00091,913,2
00091,914,2
00091,935,3
00091,941,4
00091,944,2
00091,947,2
00091,965,11
00091,974,10
00091,982,4
00091,985,9
00091,990,6
00091,992,2
00091,993,2
00091,997,12
00091,998,11
00091,1000,11
00091,1018,11
00091,1019,4
00091,1023,2
00091,1033,2
00091,1040,2
00091,1041,2
00091,1043,4
00091,1047,4
00091,1051,2
00091,1054,4
00091,1056,4
00091,1057,4
00091,1058,4
00091,1063,2
00091,1080,4
00091,1085,2
00091,1091,2
00091,1093,4
00091,1095,12
00091,1097,8
00091,1098,8
00091,1103,2
00091,1106,1
00091,1107,1
00091,1108,1
00091,1115,2
00091,1116,2
00091,1118,11
00091,1119,4
00091,1125,5
00091,1134,1
00091,1177,11
00091,1184,10
00091,1186,2
00091,1189,12
00091,1191,3
00091,1192,2
00091,1216,12
00091,1217,12
00091,1219,12
00091,1226,12
00091,1232,2
00091,1234,4
00091,1235,5
00092,17,2
00092,43,2
00092,111,2
00092,130,2
00092,135,7
00092,136,2
00092,148,4
00092,181,2
00092,185,2
00092,189,2
00092,193,2
00092,200,2
00092,213,8
00092,226,5
00092,238,7
00092,258,12
00092,333,6
00092,342,1
00092,354,6
00092,370,7
00092,377,3
00092,392,2
00092,429,2
00092,434,1
00092,446,2
00092,465,3
00092,472,12
00092,473,10
00092,479,1
00092,489,7
00092,492,2
00092,503,2
00092,510,2
00092,514,3
00092,550,3
00092,559,3
00092,586,4
00092,596,2
00092,599,8
00092,607,2
00092,611,6
00092,643,2
00092,653,2
00092,661,12
00092,671,2
00092,687,2
00092,692,1
00092,705,7
00092,722,12
00092,724,6
00092,729,2
00092,731,4
00092,735,2
00092,763,4
00092,764,4
00092,767,2
00092,778,5
00092,783,11
00092,788,1
00092,804,2
00092,806,2
00092,822,1
00092,824,2
00092,826,1
00092,837,2
00092,838,2
00092,839,2
00092,842,8
00092,845,4
00092,856,2
00092,858,3
00092,859,2
00092,879,9
00092,883,2
00092,888,2
00092,889,2
00092,908,1
00092,910,3
00092,914,5
00092,915,1
00092,926,1
00092,930,3
00092,934,4
00092,940,2
00092,941,4
00092,944,2
00092,946,2
00092,952,12
00092,990,6
00092,1000,11
00092,1014,2
00092,1023,4
00092,1031,1
00092,1033,6
00092,1040,2
00092,1066,2
00092,1071,2
00092,1093,4
00092,1147,12
00092,1151,2
00092,1186,2
00092,1188,2
00092,1192,3
00092,1195,11
00092,1226,2
00092,1227,2
00092,1232,7
00092,1234,11
00094,78,3
00094,114,4
00094,122,2
00094,123,2
00094,137,2
00094,192,2
00094,209,3
00094,270,4
00094,277,4
00094,282,2
00094,309,11
00094,311,11
00094,322,2
00094,359,2
00094,370,3
00094,400,2
00094,435,2
00094,436,2
00094,440,12
00094,442,2
00094,494,12
00094,498,9
00094,504,2
00094,505,2
00094,533,2
00094,536,12
00094,571,4
00094,742,12
00094,745,12
00094,789,3
00094,955,11
00094,1016,4
00094,1091,4
00094,1092,4
00094,1121,9
00094,1143,11
00094,1156,7
00094,1158,2
00094,1197,11
00094,1199,11
00094,1200,2
00094,1204,12
00094,1223,7
00095,12,2
00095,30,10
00095,43,1
00095,192,4
00095,257,2
00095,322,1
00095,603,7
00095,606,7
00095,1097,2
00096,9,2
00096,40,4
00096,43,1
00096,75,11
00096,454,12
00096,455,12
00096,520,4
00096,526,3
00096,527,2
00096,673,12
00096,883,1
00096,1087,2
00097,52,1
00097,68,2
00097,135,2
00097,140,3
00097,190,2
00097,392,2
00097,416,4
00097,538,2
00097,539,12
00097,751,7
00097,757,12
00098,145,10
00098,180,7
00098,270,2
00098,272,7
00098,362,4
00098,467,1
00098,595,1
00098,667,4
00098,728,12
00098,782,11
00098,787,5
00098,985,6
00098,1018,1
00098,1019,2
00098,1118,3
00099,268,12
00099,324,12
00099,449,11
00099,992,6
00099,1191,4
00100,59,3
00100,183,12
00100,370,7
00100,579,12
00100,803,3
00100,833,2
00100,1000,9
00100,1017,11
00100,1033,2
00100,1097,3
00100,1232,3
