QueryNumber,RankingDoc
46,"[121, 1224, 0.5773407093652922]"
46,"[122, 317, 0.5773331018519509]"
46,"[123, 23, 0.5770840222528477]"
46,"[124, 268, 0.5770840222528477]"
46,"[125, 467, 0.5770840222528477]"
46,"[126, 524, 0.5770840222528477]"
46,"[127, 631, 0.5770840222528477]"
46,"[128, 563, 0.577031056351697]"
46,"[129, 1204, 0.577031056351697]"
46,"[130, 1238, 0.5769738405489867]"
46,"[131, 529, 0.5768887392096399]"
46,"[132, 875, 0.5768887392096399]"
46,"[133, 380, 0.5768621172713453]"
46,"[134, 62, 0.5765031723449933]"
46,"[135, 530, 0.5758444047427174]"
46,"[136, 745, 0.5756296270785463]"
46,"[137, 415, 0.5755100180708637]"
46,"[138, 915, 0.5755100180708637]"
46,"[139, 1164, 0.5755100180708637]"
46,"[140, 1, 0.5754573410322887]"
46,"[141, 238, 0.5754573410322887]"
46,"[142, 879, 0.5754573410322887]"
46,"[143, 1180, 0.5754573410322887]"
46,"[144, 743, 0.5750877192977285]"
46,"[145, 574, 0.5749287244357112]"
46,"[146, 840, 0.5749287244357112]"
46,"[147, 552, 0.5744062110422831]"
46,"[148, 1207, 0.5738795640991478]"
46,"[149, 1160, 0.5736793112007937]"
46,"[150, 189, 0.5731066792048282]"
46,"[151, 208, 0.5731066792048282]"
46,"[152, 705, 0.5731066792048282]"
46,"[153, 730, 0.5731066792048282]"
46,"[154, 902, 0.5731066792048282]"
46,"[155, 944, 0.5731066792048282]"
46,"[156, 1179, 0.5731066792048282]"
46,"[157, 646, 0.5725686086901168]"
46,"[158, 311, 0.5718733123975053]"
46,"[159, 497, 0.5718733123975053]"
46,"[160, 1042, 0.5718733123975053]"
46,"[161, 694, 0.5712810476383826]"
46,"[162, 1028, 0.5706457671264236]"
46,"[163, 570, 0.5706457671264236]"
46,"[164, 1217, 0.5706457671264236]"
46,"[165, 823, 0.5706457671264236]"
46,"[166, 379, 0.5706457671264236]"
46,"[167, 891, 0.5706457671264236]"
46,"[168, 405, 0.5706457671264236]"
46,"[169, 606, 0.5705754951864365]"
46,"[170, 526, 0.5701902245818748]"
46,"[171, 786, 0.5701902245818748]"
46,"[172, 973, 0.5701902245818748]"
46,"[173, 453, 0.5700839722889728]"
46,"[174, 869, 0.5700839722889727]"
46,"[175, 1178, 0.5679261175549948]"
46,"[176, 404, 0.5679261175549948]"
46,"[177, 414, 0.5678924888387349]"
46,"[178, 657, 0.5678924888387349]"
46,"[179, 635, 0.5672763302559372]"
46,"[180, 303, 0.5672763302559372]"
46,"[181, 171, 0.5671620101557668]"
46,"[182, 861, 0.5671620101557668]"
46,"[183, 242, 0.5664880272624849]"
46,"[184, 765, 0.5663904017384298]"
46,"[185, 541, 0.5651414372544008]"
46,"[186, 235, 0.5650956805376284]"
46,"[187, 1067, 0.5647826244782398]"
46,"[188, 439, 0.5645547296164739]"
46,"[189, 1185, 0.5638592154634223]"
46,"[190, 107, 0.5624103462716465]"
46,"[191, 333, 0.5624103462716465]"
46,"[192, 616, 0.5610107397162986]"
46,"[193, 1029, 0.5610107397162986]"
46,"[194, 243, 0.560677436369239]"
46,"[195, 31, 0.5587396185289295]"
46,"[196, 89, 0.5587396185289295]"
46,"[197, 751, 0.5587396185289295]"
46,"[198, 767, 0.5587396185289295]"
46,"[199, 870, 0.5587396185289295]"
46,"[200, 1066, 0.5587396185289295]"
46,"[201, 998, 0.5575692778095731]"
46,"[202, 93, 0.556443875833693]"
46,"[203, 111, 0.556443875833693]"
46,"[204, 200, 0.556443875833693]"
46,"[205, 232, 0.556443875833693]"
46,"[206, 278, 0.556443875833693]"
46,"[207, 651, 0.556443875833693]"
46,"[208, 747, 0.556443875833693]"
46,"[209, 764, 0.556443875833693]"
46,"[210, 945, 0.556443875833693]"
46,"[211, 1037, 0.556443875833693]"
46,"[212, 812, 0.5561171700579934]"
46,"[213, 982, 0.5536993225858335]"
46,"[214, 543, 0.553544789003362]"
46,"[215, 962, 0.553544789003362]"
46,"[216, 890, 0.5531052590374252]"
46,"[217, 688, 0.5528271653710152]"
46,"[218, 1132, 0.5528271653710152]"
46,"[219, 201, 0.5524768277129508]"
46,"[220, 1234, 0.5520246518466082]"
46,"[221, 645, 0.5515531453071824]"
46,"[222, 525, 0.5512770973945792]"
47,"[1, 1165, 0.8175105036087685]"
47,"[2, 246, 0.7755631043792297]"
47,"[3, 437, 0.7595482562448411]"
47,"[4, 1206, 0.7563966936226433]"
47,"[5, 886, 0.7172507315888849]"
47,"[6, 314, 0.710087225104217]"
47,"[7, 803, 0.7082866885411363]"
47,"[8, 1237, 0.7032606509908391]"
47,"[9, 680, 0.7007610103876836]"
47,"[10, 140, 0.6998294817894942]"
47,"[11, 308, 0.6975337064488135]"
47,"[12, 961, 0.6973749567405778]"
47,"[13, 1159, 0.6952573099986696]"
47,"[14, 137, 0.6896380766350554]"
47,"[15, 150, 0.6890496353194192]"
47,"[16, 151, 0.6880276465584059]"
47,"[17, 629, 0.6870898672614795]"
47,"[18, 715, 0.6866283985558108]"
47,"[19, 1107, 0.6819209783704622]"
47,"[20, 689, 0.6763821770753283]"
47,"[21, 1137, 0.6761086077072996]"
47,"[22, 905, 0.6648085605248161]"
47,"[23, 1156, 0.6627781321325259]"
47,"[24, 904, 0.6611526816679678]"
47,"[25, 973, 0.6586949525462236]"
47,"[26, 172, 0.6570292958330661]"
47,"[27, 411, 0.6551459188269158]"
47,"[28, 190, 0.653661313616105]"
47,"[29, 243, 0.6533824397295717]"
47,"[30, 541, 0.6533602556935946]"
47,"[31, 224, 0.6515557933548423]"
47,"[32, 754, 0.6514102221540046]"
47,"[33, 1075, 0.6513305086692796]"
47,"[34, 1078, 0.6503350570216059]"
47,"[35, 19, 0.6464472103343235]"
47,"[36, 1202, 0.6463929260288718]"
47,"[37, 885, 0.6462059784192242]"
47,"[38, 528, 0.6458884359774717]"
47,"[39, 896, 0.6413910092266366]"
47,"[40, 1171, 0.6410194296610756]"
47,"[41, 534, 0.6402759719956871]"
47,"[42, 926, 0.6390266577355077]"
47,"[43, 676, 0.6386541679256771]"
47,"[44, 134, 0.6383748817641907]"
47,"[45, 655, 0.6368892783408484]"
47,"[46, 1191, 0.6368054662343055]"
47,"[47, 263, 0.636486650781842]"
47,"[48, 1000, 0.6358753246704849]"
47,"[49, 141, 0.6356792774990468]"
47,"[50, 144, 0.6333716597565078]"
47,"[51, 1117, 0.6333266452008921]"
47,"[52, 304, 0.6329810068372196]"
47,"[53, 201, 0.6316717321378448]"
47,"[54, 1209, 0.6316717321378448]"
47,"[55, 268, 0.6316112433099196]"
47,"[56, 24, 0.6313189452490228]"
47,"[57, 1161, 0.6305185767920615]"
47,"[58, 748, 0.6305124711024923]"
47,"[59, 589, 0.6275207910922849]"
47,"[60, 532, 0.6273964067560444]"
47,"[61, 341, 0.6264149492400584]"
47,"[62, 320, 0.6260145000550092]"
47,"[63, 1181, 0.6227670182076341]"
47,"[64, 959, 0.6196166113561896]"
47,"[65, 317, 0.6178475684006932]"
47,"[66, 523, 0.6172067781848193]"
47,"[67, 187, 0.6157998148934666]"
47,"[68, 401, 0.6156695860342649]"
47,"[69, 633, 0.6129347884147941]"
47,"[70, 585, 0.6122574941114719]"
47,"[71, 288, 0.6121384198755202]"
47,"[72, 647, 0.611445404868797]"
47,"[73, 306, 0.6099209682736364]"
47,"[74, 1201, 0.6098351281830036]"
47,"[75, 653, 0.6087444599220692]"
47,"[76, 297, 0.608602027574124]"
47,"[77, 236, 0.6085419281519647]"
47,"[78, 526, 0.6078812579051663]"
47,"[79, 259, 0.6076709745451468]"
47,"[80, 958, 0.6076709745451468]"
47,"[81, 960, 0.5996687263200292]"
47,"[82, 999, 0.5996449327629475]"
47,"[83, 124, 0.5995650536595122]"
47,"[84, 765, 0.5971143853824614]"
47,"[85, 798, 0.596830850383343]"
47,"[86, 26, 0.5952497892912204]"
47,"[87, 1076, 0.5946493126954038]"
47,"[88, 807, 0.5941337161067044]"
47,"[89, 1016, 0.5929112443164924]"
47,"[90, 139, 0.5927236019139481]"
47,"[91, 969, 0.5911097679589007]"
47,"[92, 685, 0.590481754293224]"
47,"[93, 535, 0.5903413574190691]"
47,"[94, 424, 0.5886404303774904]"
47,"[95, 830, 0.5886404303774904]"
47,"[96, 1197, 0.5874719059029747]"
47,"[97, 313, 0.5863117596716074]"
47,"[98, 77, 0.5855904653313588]"
47,"[99, 956, 0.5846194792253437]"
47,"[100, 415, 0.584345859505074]"
47,"[101, 1099, 0.5842684023531008]"
47,"[102, 337, 0.583372617413397]"
47,"[103, 358, 0.5831768231891675]"
47,"[104, 575, 0.5830955355759103]"
47,"[105, 336, 0.582658457727808]"
47,"[106, 613, 0.582182666109542]"
47,"[107, 242, 0.5817878486804376]"
47,"[108, 563, 0.5811118019621528]"
47,"[109, 366, 0.5799480877892433]"
47,"[110, 738, 0.5799480877892433]"
47,"[111, 147, 0.578424700537659]"
47,"[112, 1062, 0.5772411375063965]"
47,"[113, 1112, 0.5772411375063965]"
47,"[114, 811, 0.5768614807363839]"
47,"[115, 949, 0.575877939716114]"
47,"[116, 624, 0.5754760191139309]"
47,"[117, 851, 0.5752639220020481]"
47,"[118, 1132, 0.5752639220020481]"
47,"[119, 453, 0.5752176625407531]"
47,"[120, 1204, 0.5751270380416149]"
47,"[121, 62, 0.5747164565118726]"
47,"[122, 208, 0.5745038197929226]"
47,"[123, 622, 0.5743047053414325]"
47,"[124, 853, 0.5736315232695385]"
47,"[125, 138, 0.5730791556837478]"
47,"[126, 1030, 0.5723063398911263]"
47,"[127, 553, 0.5720820973643503]"
47,"[128, 791, 0.5719864829290449]"
47,"[129, 1124, 0.571554763096687]"
47,"[130, 52, 0.5712148169897995]"
47,"[131, 269, 0.5712148169897995]"
47,"[132, 119, 0.5707406861025057]"
47,"[133, 357, 0.5707406861025057]"
47,"[134, 873, 0.5707406861025057]"
47,"[135, 981, 0.5707406861025057]"
47,"[136, 719, 0.5702081155904795]"
47,"[137, 1142, 0.5696663980933352]"
47,"[138, 901, 0.5694549793258549]"
47,"[139, 241, 0.5686753507846838]"
47,"[140, 749, 0.5686674188642933]"
47,"[141, 495, 0.568252707127148]"
47,"[142, 462, 0.5678739151095614]"
47,"[143, 397, 0.5673174965780268]"
47,"[144, 122, 0.5666459229501731]"
47,"[145, 588, 0.5666063351770849]"
47,"[146, 219, 0.5661355247993398]"
47,"[147, 1139, 0.5659390207982167]"
47,"[148, 18, 0.5656878270222909]"
47,"[149, 567, 0.5656253249475733]"
47,"[150, 1162, 0.5654059247300578]"
47,"[151, 766, 0.5640148383415972]"
47,"[152, 529, 0.5635625361431333]"
47,"[153, 33, 0.5630088115405487]"
47,"[154, 508, 0.5626600987355794]"
47,"[155, 812, 0.5625504773318707]"
47,"[156, 231, 0.5620598523133227]"
47,"[157, 1077, 0.5617905213745346]"
47,"[158, 850, 0.5612966805576652]"
47,"[159, 375, 0.5611438177618584]"
47,"[160, 566, 0.5607381904880491]"
47,"[161, 746, 0.5598942843615003]"
47,"[162, 174, 0.5592212732732676]"
47,"[163, 307, 0.5590532443179743]"
47,"[164, 573, 0.5588759471457231]"
47,"[165, 1111, 0.5588061185843595]"
47,"[166, 667, 0.5587536113458594]"
47,"[167, 899, 0.5583207676970124]"
47,"[168, 417, 0.5577764159940245]"
47,"[169, 572, 0.5570268982762099]"
47,"[170, 1238, 0.5567604030899174]"
47,"[171, 160, 0.5566193022846305]"
47,"[172, 767, 0.5562492306224812]"
47,"[173, 466, 0.5561647764440598]"
47,"[174, 522, 0.5561401543438276]"
47,"[175, 1185, 0.5560761671721961]"
47,"[176, 596, 0.55564607023266]"
47,"[177, 70, 0.5555546109939248]"
47,"[178, 194, 0.5537281020947807]"
47,"[179, 404, 0.5537005283368642]"
47,"[180, 1157, 0.553624043157687]"
47,"[181, 745, 0.55324911130667]"
47,"[182, 452, 0.5519943899150275]"
47,"[183, 1195, 0.5519943899150275]"
47,"[184, 504, 0.5514208888722245]"
47,"[185, 658, 0.5510660892174902]"
47,"[186, 953, 0.5504143439342244]"
47,"[187, 989, 0.5501265273034825]"
48,"[1, 190, 0.885706019244383]"
48,"[2, 624, 0.7989637006496738]"
48,"[3, 144, 0.7845177380005179]"
48,"[4, 754, 0.7792557994323114]"
48,"[5, 655, 0.7737665744870952]"
48,"[6, 415, 0.7689944892735684]"
48,"[7, 471, 0.7677683605978083]"
48,"[8, 625, 0.7652677696544232]"
48,"[9, 246, 0.7536983225215858]"
48,"[10, 1148, 0.7507633265653973]"
48,"[11, 336, 0.7488528676503586]"
48,"[12, 137, 0.7449688754625804]"
48,"[13, 969, 0.7346061639435153]"
48,"[14, 565, 0.7268179559601479]"
48,"[15, 523, 0.7249510198934793]"
48,"[16, 766, 0.7245472429088959]"
48,"[17, 436, 0.7231115755157369]"
48,"[18, 83, 0.720905359719614]"
48,"[19, 508, 0.7203172030689698]"
48,"[20, 680, 0.717458991903225]"
48,"[21, 124, 0.7155397512065867]"
48,"[22, 269, 0.7131376320497085]"
48,"[23, 312, 0.7123172051852886]"
48,"[24, 143, 0.7098048615379261]"
48,"[25, 765, 0.7078541490869859]"
48,"[26, 811, 0.7065081400352441]"
48,"[27, 905, 0.7065081400352441]"
48,"[28, 208, 0.7036206068862598]"
48,"[29, 172, 0.698518617951384]"
48,"[30, 587, 0.6978638459668871]"
48,"[31, 1202, 0.6946471859627223]"
48,"[32, 1171, 0.6944820625488397]"
48,"[33, 1067, 0.693516868033039]"
48,"[34, 437, 0.6914348101139595]"
48,"[35, 786, 0.6902350796285955]"
48,"[36, 1157, 0.6894040190480276]"
48,"[37, 1237, 0.689167606761028]"
48,"[38, 971, 0.682112871964482]"
48,"[39, 242, 0.6793102090362622]"
48,"[40, 597, 0.679249806756738]"
48,"[41, 588, 0.678981926034572]"
48,"[42, 150, 0.6783723120629984]"
48,"[43, 647, 0.6746735771039114]"
48,"[44, 973, 0.6741366089441801]"
48,"[45, 576, 0.674114964833918]"
48,"[46, 1178, 0.674114964833918]"
48,"[47, 633, 0.6739205433979527]"
48,"[48, 1039, 0.6734868125043368]"
48,"[49, 676, 0.6713950488603534]"
48,"[50, 181, 0.6687482692692314]"
48,"[51, 1206, 0.6678483451817763]"
48,"[52, 320, 0.6677674998144416]"
48,"[53, 52, 0.667282198587485]"
48,"[54, 499, 0.667282198587485]"
48,"[55, 1210, 0.667282198587485]"
48,"[56, 858, 0.6657654866630424]"
48,"[57, 1173, 0.6657575887358764]"
48,"[58, 125, 0.6654968559579809]"
48,"[59, 55, 0.6654315776590487]"
48,"[60, 1005, 0.6651491354233185]"
48,"[61, 710, 0.6646441214380592]"
48,"[62, 1111, 0.6642731872515779]"
48,"[63, 1117, 0.6634280318982694]"
48,"[64, 1181, 0.6625609510098613]"
48,"[65, 936, 0.6620750294164678]"
48,"[66, 314, 0.6602051169932027]"
48,"[67, 453, 0.6575693416351553]"
48,"[68, 1161, 0.6574360699240569]"
48,"[69, 106, 0.6572839052214524]"
48,"[70, 341, 0.656295221138373]"
48,"[71, 960, 0.6552395110956701]"
48,"[72, 998, 0.6531779133965202]"
48,"[73, 141, 0.6526327207409621]"
48,"[74, 589, 0.6520479830460535]"
48,"[75, 268, 0.6519964499671763]"
48,"[76, 185, 0.6515576695010322]"
48,"[77, 1165, 0.6508099746399885]"
48,"[78, 1160, 0.6506631801840982]"
48,"[79, 1159, 0.6505663069299261]"
48,"[80, 358, 0.6498481696002968]"
48,"[81, 567, 0.6493567214201706]"
48,"[82, 1172, 0.6487834386349444]"
48,"[83, 187, 0.6484741343272619]"
48,"[84, 139, 0.6475615335596739]"
48,"[85, 1053, 0.6475555741734085]"
48,"[86, 1169, 0.6470344709288904]"
48,"[87, 411, 0.6469563510509331]"
48,"[88, 1016, 0.6419318451644238]"
48,"[89, 574, 0.641631351787431]"
48,"[90, 1156, 0.6410615751782061]"
48,"[91, 982, 0.6409003226922324]"
48,"[92, 840, 0.6406557517985318]"
48,"[93, 195, 0.6402742901310517]"
48,"[94, 140, 0.6379935143878515]"
48,"[95, 961, 0.6370278076530015]"
48,"[96, 401, 0.636262889081508]"
48,"[97, 875, 0.6355079750497016]"
48,"[98, 235, 0.6332547105579793]"
48,"[99, 561, 0.6332547105579793]"
48,"[100, 59, 0.6305981300574537]"
48,"[101, 496, 0.6305981300574537]"
48,"[102, 693, 0.6305981300574537]"
48,"[103, 743, 0.6296127263844236]"
48,"[104, 151, 0.6291370127621647]"
48,"[105, 585, 0.6291370127621647]"
48,"[106, 548, 0.6276798096786607]"
48,"[107, 1029, 0.6276798096786607]"
48,"[108, 209, 0.626976183373245]"
48,"[109, 660, 0.626976183373245]"
48,"[110, 74, 0.6269218249157935]"
48,"[111, 707, 0.6264462561921343]"
48,"[112, 749, 0.6264399976831542]"
48,"[113, 1136, 0.6251289161350868]"
48,"[114, 1201, 0.6239601489487456]"
48,"[115, 901, 0.6232103159619355]"
48,"[116, 951, 0.6226380617040502]"
48,"[117, 310, 0.6226050791213931]"
48,"[118, 441, 0.6207912877705773]"
48,"[119, 466, 0.6207912877705773]"
48,"[120, 1106, 0.6207912877705773]"
48,"[121, 236, 0.6202895504525112]"
48,"[122, 494, 0.6178363558630993]"
48,"[123, 614, 0.6142107511070073]"
48,"[124, 206, 0.6135564155348153]"
48,"[125, 355, 0.6135564155348153]"
48,"[126, 424, 0.6135564155348153]"
48,"[127, 689, 0.6135564155348153]"
48,"[128, 758, 0.6135564155348153]"
48,"[129, 830, 0.6135564155348153]"
48,"[130, 685, 0.6132177190936494]"
48,"[131, 425, 0.6120915438618028]"
48,"[132, 243, 0.6120609490514533]"
48,"[133, 259, 0.611053047370319]"
48,"[134, 366, 0.6107348843927038]"
48,"[135, 397, 0.6107348843927038]"
48,"[136, 738, 0.6107348843927038]"
48,"[137, 999, 0.6107348843927038]"
48,"[138, 1107, 0.6107348843927038]"
48,"[139, 1146, 0.6094379975065458]"
48,"[140, 18, 0.6094102196230904]"
48,"[141, 205, 0.6056362676521571]"
48,"[142, 1076, 0.6046624204956438]"
48,"[143, 1137, 0.6046624204956438]"
48,"[144, 11, 0.604192526164751]"
48,"[145, 1222, 0.6037156367118507]"
48,"[146, 572, 0.6003523451672308]"
48,"[147, 702, 0.6002324264557253]"
48,"[148, 955, 0.5982865604382787]"
48,"[149, 1155, 0.5939231777534196]"
48,"[150, 1019, 0.593714764041805]"
48,"[151, 892, 0.5916729966184233]"
48,"[152, 528, 0.5899214105033621]"
48,"[153, 154, 0.5886507063717339]"
48,"[154, 956, 0.5883407572781556]"
48,"[155, 658, 0.5865750710617281]"
48,"[156, 502, 0.5861079968044056]"
48,"[157, 553, 0.5803976422293485]"
48,"[158, 867, 0.5803976422293485]"
48,"[159, 904, 0.5803976422293485]"
48,"[160, 622, 0.5780504217442133]"
48,"[161, 174, 0.5773407093652922]"
48,"[162, 427, 0.5773407093652922]"
48,"[163, 438, 0.5773407093652922]"
48,"[164, 669, 0.5773407093652922]"
48,"[165, 1099, 0.5773407093652922]"
48,"[166, 1224, 0.5773407093652922]"
48,"[167, 850, 0.5772501814621745]"
48,"[168, 930, 0.577143592512835]"
48,"[169, 122, 0.5770306375387615]"
48,"[170, 853, 0.5768626342353871]"
48,"[171, 33, 0.576862634235387]"
48,"[172, 301, 0.576862634235387]"
48,"[173, 596, 0.576862634235387]"
48,"[174, 19, 0.5768259211354064]"
48,"[175, 229, 0.5767171571868008]"
48,"[176, 288, 0.5767171571868008]"
48,"[177, 803, 0.5767171571868008]"
48,"[178, 851, 0.5767171571868008]"
48,"[179, 885, 0.5767171571868008]"
48,"[180, 1007, 0.5767171571868008]"
48,"[181, 1105, 0.5767171571868008]"
48,"[182, 1132, 0.5767171571868008]"
48,"[183, 62, 0.5765031723449933]"
48,"[184, 804, 0.5764045055713614]"
48,"[185, 44, 0.5763240409238125]"
48,"[186, 121, 0.5763240409238125]"
48,"[187, 138, 0.5763240409238125]"
48,"[188, 194, 0.5763038705904199]"
48,"[189, 619, 0.5760272149006864]"
48,"[190, 372, 0.575974721537323]"
48,"[191, 530, 0.5755531861227156]"
48,"[192, 915, 0.5755100180708637]"
48,"[193, 1164, 0.5755100180708637]"
48,"[194, 24, 0.5754563331665783]"
48,"[195, 119, 0.5754563331665783]"
48,"[196, 134, 0.5754563331665783]"
48,"[197, 197, 0.5754563331665783]"
48,"[198, 204, 0.5754563331665783]"
48,"[199, 263, 0.5754563331665783]"
48,"[200, 281, 0.5754563331665783]"
48,"[201, 284, 0.5754563331665783]"
48,"[202, 357, 0.5754563331665783]"
48,"[203, 477, 0.5754563331665783]"
48,"[204, 506, 0.5754563331665783]"
48,"[205, 583, 0.5754563331665783]"
48,"[206, 668, 0.5754563331665783]"
48,"[207, 715, 0.5754563331665783]"
48,"[208, 747, 0.5754563331665783]"
48,"[209, 981, 0.5754563331665783]"
48,"[210, 1038, 0.5754563331665783]"
48,"[211, 1046, 0.5754563331665783]"
48,"[212, 1058, 0.5754563331665783]"
48,"[213, 563, 0.5753207844149347]"
48,"[214, 38, 0.5744184156933293]"
48,"[215, 382, 0.5744184156933293]"
48,"[216, 552, 0.5744062110422831]"
48,"[217, 1185, 0.5740256309253704]"
48,"[218, 1175, 0.5739978166014909]"
48,"[219, 1203, 0.5739978166014909]"
48,"[220, 364, 0.5731858421999432]"
48,"[221, 1078, 0.5731858421999432]"
48,"[222, 1191, 0.5731858421999432]"
48,"[223, 189, 0.5731066792048282]"
48,"[224, 730, 0.5731066792048282]"
48,"[225, 902, 0.5731066792048282]"
48,"[226, 944, 0.5731066792048282]"
48,"[227, 1179, 0.5731066792048282]"
48,"[228, 7, 0.5726928333336185]"
48,"[229, 1112, 0.5726928333336185]"
48,"[230, 219, 0.5721360166301741]"
48,"[231, 1030, 0.5717866428195058]"
48,"[232, 694, 0.5712810476383826]"
48,"[233, 3, 0.5706966101120555]"
48,"[234, 400, 0.5701161183070529]"
48,"[235, 564, 0.5696440713216289]"
48,"[236, 1207, 0.5696440713216289]"
48,"[237, 532, 0.5692802221188346]"
48,"[238, 30, 0.5691242543701341]"
48,"[239, 102, 0.5691242543701341]"
48,"[240, 414, 0.5691242543701341]"
48,"[241, 1077, 0.5691242543701341]"
48,"[242, 629, 0.5689465188169035]"
48,"[243, 657, 0.5689465188169035]"
48,"[244, 1081, 0.5689465188169035]"
48,"[245, 1124, 0.5689465188169035]"
48,"[246, 526, 0.5684331080966908]"
48,"[247, 1211, 0.5680138285487756]"
48,"[248, 375, 0.567928241305463]"
48,"[249, 573, 0.5676642391394973]"
48,"[250, 819, 0.5659354922092201]"
48,"[251, 332, 0.5653229908665173]"
48,"[252, 458, 0.5653229908665173]"
48,"[253, 541, 0.5651414372544008]"
48,"[254, 231, 0.5636895418583537]"
48,"[255, 351, 0.5636895418583537]"
48,"[256, 462, 0.5636895418583537]"
48,"[257, 639, 0.5636895418583537]"
48,"[258, 665, 0.5634955368486609]"
48,"[259, 794, 0.5632548754832757]"
48,"[260, 521, 0.5619162316678523]"
48,"[261, 1000, 0.5619162316678523]"
48,"[262, 1075, 0.5619162316678523]"
48,"[263, 630, 0.5617192905537127]"
48,"[264, 696, 0.5617192905537127]"
48,"[265, 662, 0.5615150560140344]"
48,"[266, 1002, 0.5615150560140344]"
48,"[267, 1139, 0.5615150560140344]"
48,"[268, 295, 0.5588882481915108]"
48,"[269, 31, 0.5587396185289295]"
48,"[270, 89, 0.5587396185289295]"
48,"[271, 751, 0.5587396185289295]"
48,"[272, 767, 0.5587396185289295]"
48,"[273, 790, 0.5587396185289295]"
48,"[274, 870, 0.5587396185289295]"
48,"[275, 1066, 0.5587396185289295]"
48,"[276, 856, 0.5572446574167685]"
48,"[277, 1110, 0.5561912401168585]"
48,"[278, 812, 0.5561171700579934]"
48,"[279, 705, 0.556074330292161]"
48,"[280, 691, 0.5555584345192371]"
48,"[281, 1142, 0.5555584345192371]"
48,"[282, 238, 0.5552376289416051]"
48,"[283, 251, 0.5552376289416051]"
48,"[284, 460, 0.5552376289416051]"
48,"[285, 126, 0.5550073685099676]"
48,"[286, 160, 0.5543539963588529]"
48,"[287, 688, 0.5543539963588529]"
48,"[288, 711, 0.5543539963588529]"
48,"[289, 304, 0.5539630008677786]"
48,"[290, 667, 0.5537759492484526]"
48,"[291, 522, 0.553566516292096]"
48,"[292, 543, 0.553544789003362]"
48,"[293, 962, 0.553544789003362]"
48,"[294, 383, 0.5533326747206233]"
48,"[295, 575, 0.5524757093905784]"
48,"[296, 726, 0.5523096021871154]"
48,"[297, 347, 0.5512744431245534]"
49,"[1, 563, 0.7879888105572889]"
49,"[2, 680, 0.7174443708905363]"
49,"[3, 553, 0.702999653198176]"
49,"[4, 504, 0.6989289537146456]"
49,"[5, 523, 0.6867437798402124]"
49,"[6, 562, 0.6865950224629324]"
49,"[7, 568, 0.6848555263902218]"
49,"[8, 436, 0.6803486441880747]"
49,"[9, 1107, 0.6797631943779782]"
49,"[10, 441, 0.6679781740790804]"
49,"[11, 956, 0.6612958950765476]"
49,"[12, 411, 0.6574886131048859]"
49,"[13, 811, 0.6540994366975493]"
49,"[14, 905, 0.6540994366975493]"
49,"[15, 208, 0.6514261004694601]"
49,"[16, 415, 0.6512454821412235]"
49,"[17, 840, 0.6484354507567698]"
49,"[18, 1171, 0.6429654524392141]"
49,"[19, 437, 0.640144244885921]"
49,"[20, 973, 0.636947795207256]"
49,"[21, 647, 0.6358566928034804]"
49,"[22, 143, 0.6308068094834132]"
49,"[23, 150, 0.6280507216371015]"
49,"[24, 144, 0.6258960852302139]"
49,"[25, 633, 0.6239291847274646]"
49,"[26, 676, 0.6215910311226893]"
49,"[27, 858, 0.6184220047082737]"
49,"[28, 1206, 0.6183074215691254]"
49,"[29, 320, 0.6182325733030735]"
49,"[30, 754, 0.6177832716727129]"
49,"[31, 52, 0.6177832716727127]"
49,"[32, 269, 0.6177832716727127]"
49,"[33, 499, 0.6177832716727127]"
49,"[34, 1210, 0.6177832716727127]"
49,"[35, 126, 0.6165060904126606]"
49,"[36, 1173, 0.6163717572277823]"
49,"[37, 55, 0.6160699296201068]"
49,"[38, 471, 0.6134122457693463]"
49,"[39, 1181, 0.6134122457693463]"
49,"[40, 936, 0.6129623697912691]"
49,"[41, 314, 0.6112311672849959]"
49,"[42, 246, 0.6093531853420332]"
49,"[43, 1161, 0.6086675278511644]"
49,"[44, 998, 0.6047252409499932]"
49,"[45, 561, 0.6046105695228763]"
49,"[46, 589, 0.6036791287201881]"
49,"[47, 856, 0.6032452627365256]"
49,"[48, 1165, 0.6025329556541658]"
49,"[49, 1159, 0.6023073631905244]"
49,"[50, 187, 0.6003703877427845]"
49,"[51, 139, 0.5995254836090836]"
49,"[52, 1169, 0.5990375184316653]"
49,"[53, 743, 0.5959011060638794]"
49,"[54, 288, 0.5946210687237284]"
49,"[55, 1016, 0.5943134049373048]"
49,"[56, 982, 0.5933584006991829]"
49,"[57, 140, 0.5906672191448014]"
49,"[58, 961, 0.5897731484391915]"
49,"[59, 401, 0.5890649714510134]"
49,"[60, 138, 0.5879777579407288]"
49,"[61, 236, 0.5858904750204852]"
49,"[62, 59, 0.583820423686176]"
49,"[63, 496, 0.583820423686176]"
49,"[64, 693, 0.583820423686176]"
49,"[65, 971, 0.5831286407989802]"
49,"[66, 1201, 0.5828788032320978]"
49,"[67, 151, 0.5824676919260722]"
49,"[68, 585, 0.5824676919260722]"
49,"[69, 749, 0.5799707411565346]"
49,"[70, 1156, 0.5795102061103247]"
49,"[71, 715, 0.579111509546206]"
49,"[72, 901, 0.5769806369031623]"
49,"[73, 466, 0.5747410519816866]"
49,"[74, 1106, 0.5747410519816866]"
49,"[75, 559, 0.5732613751268403]"
49,"[76, 336, 0.5726201067063412]"
49,"[77, 969, 0.5721914838554776]"
